E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_16_870.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_16_870.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_16_870.jpg, 0, 0, 0, 7.832587E-05
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_16_971.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_16_971.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_16_971.jpg, 0, 0, 0, 7.827445E-05
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_17_074.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_17_074.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_17_074.jpg, 0, 0, 0, 7.997701E-05
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_17_177.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_17_177.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_17_177.jpg, 0, 0, 0, 7.872796E-05
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_17_278.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_17_278.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_17_278.jpg, 0, 0, 0, 8.083518E-05
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_17_378.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_17_378.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_17_378.jpg, 0, 0, 0, 7.789879E-05
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_17_478.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_17_478.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_17_478.jpg, 0, 0, 0, 8.55488E-05
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_17_581.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_17_581.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_17_581.jpg, 0, 0, 0, 7.78306E-05
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_17_684.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_17_684.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_17_684.jpg, 0, 0, 0, 7.774053E-05
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_17_785.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_17_785.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_17_785.jpg, 0, 0, 0, 8.323407E-05
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_17_887.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_17_887.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_17_887.jpg, 0, 0.2230176, 0, 0.1051012
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_17_990.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_17_990.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_17_990.jpg, 0, 0.5210409, 0, 0.5754483
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_18_092.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_18_092.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_18_092.jpg, 0, 0.8204625, 0, 1.383298
E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\center_2024_03_02_17_44_18_195.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\left_2024_03_02_17_44_18_195.jpg, E:\Code\Self-Driving Cars\simulator-windows-64\Data\IMG\right_2024_03_02_17_44_18_195.jpg, 0, 1, 0, 2.553453
